id,screen_location,content_key,component_type,russian_text,hebrew_text,english_text
3808,"credit_refi_coborrower_income","credit_refi_coborrower_income.item_10","text","","",""
3809,"credit_refi_coborrower_income","credit_refi_coborrower_income.item_11","text","","",""
3810,"credit_refi_coborrower_income","credit_refi_coborrower_income.item_12","text","","",""
3811,"credit_refi_coborrower_income","credit_refi_coborrower_income.item_13","text","","",""
3812,"credit_refi_coborrower_income","credit_refi_coborrower_income.item_14","text","","",""
3813,"credit_refi_coborrower_income","credit_refi_coborrower_income.item_15","text","","",""
3814,"credit_refi_coborrower_income","credit_refi_coborrower_income.item_16","text","","",""
3815,"credit_refi_coborrower_income","credit_refi_coborrower_income.item_17","text","","",""
3816,"credit_refi_coborrower_income","credit_refi_coborrower_income.item_18","text","","",""
3817,"credit_refi_coborrower_income","credit_refi_coborrower_income.item_19","text","","",""
3818,"credit_refi_coborrower_income","credit_refi_coborrower_income.item_20","text","","",""
3819,"credit_refi_coborrower_income","credit_refi_coborrower_income.item_21","text","","",""
3820,"credit_refi_coborrower_income","credit_refi_coborrower_income.item_22","text","","",""
3821,"credit_refi_coborrower_income","credit_refi_coborrower_income.item_23","text","","",""
3822,"credit_refi_coborrower_income","credit_refi_coborrower_income.item_24","text","","",""
3774,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_1","text","","",""
3775,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_2","text","","",""
3776,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_3","text","","",""
3777,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_4","text","","",""
3778,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_5","text","","",""
3779,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_6","text","","",""
3780,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_7","text","","",""
3781,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_8","text","","",""
3782,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_9","text","","",""
3783,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_10","text","","",""
3784,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_11","text","","",""
3785,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_12","text","","",""
3786,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_13","text","","",""
3787,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_14","text","","",""
3788,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_15","text","","",""
3789,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_16","text","","",""
3790,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_17","text","","",""
3791,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_18","text","","",""
3792,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_19","text","","",""
3793,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_20","text","","",""
3794,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_21","text","","",""
3795,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_22","text","","",""
3796,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_23","text","","",""
3797,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_24","text","","",""
3798,"credit_refi_coborrower_personal","credit_refi_coborrower_personal.item_25","text","","",""
3752,"credit_refi_income_form","credit_refi_income_form.item_1","text","","",""
3753,"credit_refi_income_form","credit_refi_income_form.item_2","text","","",""
3754,"credit_refi_income_form","credit_refi_income_form.item_3","text","","",""
3755,"credit_refi_income_form","credit_refi_income_form.item_4","text","","",""
3756,"credit_refi_income_form","credit_refi_income_form.item_5","text","","",""
3757,"credit_refi_income_form","credit_refi_income_form.item_6","field","","",""
3758,"credit_refi_income_form","credit_refi_income_form.item_7","field","","",""
3759,"credit_refi_income_form","credit_refi_income_form.item_8","field","","",""
3760,"credit_refi_income_form","credit_refi_income_form.item_9","field","","",""
3761,"credit_refi_income_form","credit_refi_income_form.item_10","field","","",""
3762,"credit_refi_income_form","credit_refi_income_form.item_11","text","","",""
3763,"credit_refi_income_form","credit_refi_income_form.item_12","text","","",""
3764,"credit_refi_income_form","credit_refi_income_form.item_13","text","","",""
3765,"credit_refi_income_form","credit_refi_income_form.item_14","text","","",""
3766,"credit_refi_income_form","credit_refi_income_form.item_15","text","","",""
3767,"credit_refi_income_form","credit_refi_income_form.item_16","text","","",""
3768,"credit_refi_income_form","credit_refi_income_form.item_17","text","","",""
3769,"credit_refi_income_form","credit_refi_income_form.item_18","text","","",""
3770,"credit_refi_income_form","credit_refi_income_form.item_19","text","","",""
3771,"credit_refi_income_form","credit_refi_income_form.item_20","text","","",""
3772,"credit_refi_income_form","credit_refi_income_form.item_21","text","","",""
3773,"credit_refi_income_form","credit_refi_income_form.item_22","text","","",""
4012,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_1","button","","",""
4013,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_2","button","","",""
4014,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_3","title","","",""
4015,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_4","title","","",""
4016,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_5","field","","",""
4017,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_6","field","","",""
4018,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_7","field","","",""
4019,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_8","field","","",""
4020,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_9","field","","",""
4021,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_10","field","","",""
4022,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_11","field","","",""
4023,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_12","field","","",""
4024,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_13","text","","",""
4025,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_14","text","","",""
4026,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_15","text","","",""
4027,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_16","text","","",""
4028,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_17","text","","",""
4029,"credit_refi_income_source_modal_1","credit_refi_income_source_modal_1.item_18","text","","",""
4030,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_1","button","","",""
4031,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_2","button","","",""
4032,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_3","title","","",""
4033,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_4","title","","",""
4034,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_5","field","","",""
4035,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_6","field","","",""
4036,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_7","field","","",""
4037,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_8","field","","",""
4038,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_9","field","","",""
4039,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_10","field","","",""
4040,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_11","field","","",""
4041,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_12","field","","",""
4042,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_13","text","","",""
4043,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_14","text","","",""
4044,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_15","text","","",""
4045,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_16","text","","",""
4046,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_17","text","","",""
4047,"credit_refi_income_source_modal_2","credit_refi_income_source_modal_2.item_18","text","","",""
3823,"credit_refi_loading","credit_refi_loading.item_1","text","","",""
3824,"credit_refi_loading","credit_refi_loading.item_2","text","","",""
3825,"credit_refi_loading","credit_refi_loading.item_3","text","","",""
3826,"credit_refi_loading","credit_refi_loading.item_4","text","","",""
3827,"credit_refi_loading","credit_refi_loading.item_5","text","","",""
3828,"credit_refi_loading","credit_refi_loading.item_6","text","","",""
3862,"credit_refi_login","credit_refi_login.item_1","text","","",""
3863,"credit_refi_login","credit_refi_login.item_2","text","","",""
3864,"credit_refi_login","credit_refi_login.item_3","text","","",""
3865,"credit_refi_login","credit_refi_login.item_4","text","","",""
3866,"credit_refi_login","credit_refi_login.item_5","text","","",""
3867,"credit_refi_login","credit_refi_login.item_6","text","","",""
3868,"credit_refi_login","credit_refi_login.item_7","text","","",""
3869,"credit_refi_login","credit_refi_login.item_8","text","","",""
3870,"credit_refi_login","credit_refi_login.item_9","text","","",""
3871,"credit_refi_login","credit_refi_login.item_10","text","","",""
3872,"credit_refi_login","credit_refi_login.item_11","text","","",""
3873,"credit_refi_login","credit_refi_login.item_12","text","","",""
4048,"credit_refi_obligation_modal_1","credit_refi_obligation_modal_1.item_1","button","","",""
4049,"credit_refi_obligation_modal_1","credit_refi_obligation_modal_1.item_2","button","","",""
4050,"credit_refi_obligation_modal_1","credit_refi_obligation_modal_1.item_3","title","","",""
4051,"credit_refi_obligation_modal_1","credit_refi_obligation_modal_1.item_4","title","","",""
4052,"credit_refi_obligation_modal_1","credit_refi_obligation_modal_1.item_5","field","","",""
4053,"credit_refi_obligation_modal_1","credit_refi_obligation_modal_1.item_6","field","","",""
4054,"credit_refi_obligation_modal_1","credit_refi_obligation_modal_1.item_7","field","","",""
4055,"credit_refi_obligation_modal_1","credit_refi_obligation_modal_1.item_8","field","","",""
4056,"credit_refi_obligation_modal_1","credit_refi_obligation_modal_1.item_9","field","","",""
4057,"credit_refi_obligation_modal_1","credit_refi_obligation_modal_1.item_10","field","","",""
4058,"credit_refi_obligation_modal_1","credit_refi_obligation_modal_1.item_11","text","","",""
4059,"credit_refi_obligation_modal_1","credit_refi_obligation_modal_1.item_12","text","","",""
4060,"credit_refi_obligation_modal_1","credit_refi_obligation_modal_1.item_13","text","","",""
4061,"credit_refi_obligation_modal_1","credit_refi_obligation_modal_1.item_14","text","","",""
4062,"credit_refi_obligation_modal_1","credit_refi_obligation_modal_1.item_15","text","","",""
4063,"credit_refi_obligation_modal_1","credit_refi_obligation_modal_1.item_16","text","","",""
3726,"credit_refi_partner_income","credit_refi_partner_income.item_1","text","","",""
3727,"credit_refi_partner_income","credit_refi_partner_income.item_2","text","","",""
3728,"credit_refi_partner_income","credit_refi_partner_income.item_3","text","","",""
3729,"credit_refi_partner_income","credit_refi_partner_income.item_4","text","","",""
3730,"credit_refi_partner_income","credit_refi_partner_income.item_5","text","","",""
3731,"credit_refi_partner_income","credit_refi_partner_income.item_6","text","","",""
3732,"credit_refi_partner_income","credit_refi_partner_income.item_7","text","","",""
3733,"credit_refi_partner_income","credit_refi_partner_income.item_8","text","","",""
3734,"credit_refi_partner_income","credit_refi_partner_income.item_9","text","","",""
3735,"credit_refi_partner_income","credit_refi_partner_income.item_10","text","","",""
3736,"credit_refi_partner_income","credit_refi_partner_income.item_11","text","","",""
3737,"credit_refi_partner_income","credit_refi_partner_income.item_12","text","","",""
3738,"credit_refi_partner_income","credit_refi_partner_income.item_13","text","","",""
3739,"credit_refi_partner_income","credit_refi_partner_income.item_14","text","","",""
3740,"credit_refi_partner_income","credit_refi_partner_income.item_15","text","","",""
3741,"credit_refi_partner_income","credit_refi_partner_income.item_16","text","","",""
3742,"credit_refi_partner_income","credit_refi_partner_income.item_17","text","","",""
3743,"credit_refi_partner_income","credit_refi_partner_income.item_18","text","","",""
3744,"credit_refi_partner_income","credit_refi_partner_income.item_19","text","","",""
3745,"credit_refi_partner_income","credit_refi_partner_income.item_20","text","","",""
3746,"credit_refi_partner_income","credit_refi_partner_income.item_21","text","","",""
3747,"credit_refi_partner_income","credit_refi_partner_income.item_22","text","","",""
3748,"credit_refi_partner_income","credit_refi_partner_income.item_23","text","","",""
3749,"credit_refi_partner_income","credit_refi_partner_income.item_24","text","","",""
3750,"credit_refi_partner_income","credit_refi_partner_income.item_25","text","","",""
3751,"credit_refi_partner_income","credit_refi_partner_income.item_26","text","","",""
3703,"credit_refi_partner_personal","credit_refi_partner_personal.item_1","text","","",""
3704,"credit_refi_partner_personal","credit_refi_partner_personal.item_2","text","","",""
3705,"credit_refi_partner_personal","credit_refi_partner_personal.item_3","text","","",""
3706,"credit_refi_partner_personal","credit_refi_partner_personal.item_4","text","","",""
3707,"credit_refi_partner_personal","credit_refi_partner_personal.item_5","text","","",""
3708,"credit_refi_partner_personal","credit_refi_partner_personal.item_6","text","","",""
3709,"credit_refi_partner_personal","credit_refi_partner_personal.item_7","text","","",""
3710,"credit_refi_partner_personal","credit_refi_partner_personal.item_8","text","","",""
3711,"credit_refi_partner_personal","credit_refi_partner_personal.item_9","text","","",""
3712,"credit_refi_partner_personal","credit_refi_partner_personal.item_10","text","","",""
3713,"credit_refi_partner_personal","credit_refi_partner_personal.item_11","text","","",""
3714,"credit_refi_partner_personal","credit_refi_partner_personal.item_12","text","","",""
3715,"credit_refi_partner_personal","credit_refi_partner_personal.item_13","text","","",""
3716,"credit_refi_partner_personal","credit_refi_partner_personal.item_14","text","","",""
3717,"credit_refi_partner_personal","credit_refi_partner_personal.item_15","text","","",""
3718,"credit_refi_partner_personal","credit_refi_partner_personal.item_16","text","","",""
3719,"credit_refi_partner_personal","credit_refi_partner_personal.item_17","text","","",""
3720,"credit_refi_partner_personal","credit_refi_partner_personal.item_18","text","","",""
3721,"credit_refi_partner_personal","credit_refi_partner_personal.item_19","text","","",""
3722,"credit_refi_partner_personal","credit_refi_partner_personal.item_20","text","","",""
3723,"credit_refi_partner_personal","credit_refi_partner_personal.item_21","text","","",""
3724,"credit_refi_partner_personal","credit_refi_partner_personal.item_22","text","","",""
3725,"credit_refi_partner_personal","credit_refi_partner_personal.item_23","text","","",""
3874,"credit_refi_password_reset","credit_refi_password_reset.item_1","text","","",""
3875,"credit_refi_password_reset","credit_refi_password_reset.item_2","text","","",""
3876,"credit_refi_password_reset","credit_refi_password_reset.item_3","text","","",""
3877,"credit_refi_password_reset","credit_refi_password_reset.item_4","text","","",""
3878,"credit_refi_password_reset","credit_refi_password_reset.item_5","text","","",""
3879,"credit_refi_password_reset","credit_refi_password_reset.item_6","text","","",""
3880,"credit_refi_password_reset","credit_refi_password_reset.item_7","text","","",""
3881,"credit_refi_password_reset","credit_refi_password_reset.item_8","text","","",""
3882,"credit_refi_password_reset","credit_refi_password_reset.item_9","text","","",""
3883,"credit_refi_password_reset","credit_refi_password_reset.item_10","text","","",""
3678,"credit_refi_personal_data","credit_refi_personal_data.item_1","text","","",""
3679,"credit_refi_personal_data","credit_refi_personal_data.item_2","text","","",""
3680,"credit_refi_personal_data","credit_refi_personal_data.item_3","text","","",""
3681,"credit_refi_personal_data","credit_refi_personal_data.item_4","text","","",""
3682,"credit_refi_personal_data","credit_refi_personal_data.item_5","text","","",""
3683,"credit_refi_personal_data","credit_refi_personal_data.item_6","text","","",""
3684,"credit_refi_personal_data","credit_refi_personal_data.item_7","text","","",""
3685,"credit_refi_personal_data","credit_refi_personal_data.item_8","text","","",""
3686,"credit_refi_personal_data","credit_refi_personal_data.item_9","text","","",""
3687,"credit_refi_personal_data","credit_refi_personal_data.item_10","text","","",""
3688,"credit_refi_personal_data","credit_refi_personal_data.item_11","text","","",""
3689,"credit_refi_personal_data","credit_refi_personal_data.item_12","text","","",""
3690,"credit_refi_personal_data","credit_refi_personal_data.item_13","text","","",""
3691,"credit_refi_personal_data","credit_refi_personal_data.item_14","text","","",""
3692,"credit_refi_personal_data","credit_refi_personal_data.item_15","text","","",""
3693,"credit_refi_personal_data","credit_refi_personal_data.item_16","text","","",""
3694,"credit_refi_personal_data","credit_refi_personal_data.item_17","text","","",""
3695,"credit_refi_personal_data","credit_refi_personal_data.item_18","text","","",""
3696,"credit_refi_personal_data","credit_refi_personal_data.item_19","text","","",""
3697,"credit_refi_personal_data","credit_refi_personal_data.item_20","text","","",""
3698,"credit_refi_personal_data","credit_refi_personal_data.item_21","text","","",""
3699,"credit_refi_personal_data","credit_refi_personal_data.item_22","text","","",""
3700,"credit_refi_personal_data","credit_refi_personal_data.item_23","text","","",""
3701,"credit_refi_personal_data","credit_refi_personal_data.item_24","text","","",""
3702,"credit_refi_personal_data","credit_refi_personal_data.item_25","text","","",""
3660,"credit_refi_phone_verification","credit_refi_phone_verification.item_1","text","","",""
3661,"credit_refi_phone_verification","credit_refi_phone_verification.item_2","text","","",""
3662,"credit_refi_phone_verification","credit_refi_phone_verification.item_3","text","","",""
3663,"credit_refi_phone_verification","credit_refi_phone_verification.item_4","text","","",""
3664,"credit_refi_phone_verification","credit_refi_phone_verification.item_5","text","","",""
3665,"credit_refi_phone_verification","credit_refi_phone_verification.item_6","text","","",""
3666,"credit_refi_phone_verification","credit_refi_phone_verification.item_7","text","","",""
3667,"credit_refi_phone_verification","credit_refi_phone_verification.item_8","text","","",""
3668,"credit_refi_phone_verification","credit_refi_phone_verification.item_9","text","","",""
3669,"credit_refi_phone_verification","credit_refi_phone_verification.item_10","text","","",""
3670,"credit_refi_phone_verification","credit_refi_phone_verification.item_11","text","","",""
3671,"credit_refi_phone_verification","credit_refi_phone_verification.item_12","text","","",""
3672,"credit_refi_phone_verification","credit_refi_phone_verification.item_13","text","","",""
3673,"credit_refi_phone_verification","credit_refi_phone_verification.item_14","text","","",""
3674,"credit_refi_phone_verification","credit_refi_phone_verification.item_15","text","","",""
3675,"credit_refi_phone_verification","credit_refi_phone_verification.item_16","text","","",""
3676,"credit_refi_phone_verification","credit_refi_phone_verification.item_17","text","","",""
3677,"credit_refi_phone_verification","credit_refi_phone_verification.item_18","text","","",""
3829,"credit_refi_program_selection","credit_refi_program_selection.item_1","text","","",""
3830,"credit_refi_program_selection","credit_refi_program_selection.item_2","text","","",""
3831,"credit_refi_program_selection","credit_refi_program_selection.item_3","text","","",""
3832,"credit_refi_program_selection","credit_refi_program_selection.item_4","option","","",""
3833,"credit_refi_program_selection","credit_refi_program_selection.item_5","option","","",""
3834,"credit_refi_program_selection","credit_refi_program_selection.item_6","option","","",""
3835,"credit_refi_program_selection","credit_refi_program_selection.item_7","option","","",""
3836,"credit_refi_program_selection","credit_refi_program_selection.item_8","option","","",""
3837,"credit_refi_program_selection","credit_refi_program_selection.item_9","text","","",""
3838,"credit_refi_program_selection","credit_refi_program_selection.item_10","text","","",""
3839,"credit_refi_program_selection","credit_refi_program_selection.item_11","text","","",""
3840,"credit_refi_program_selection","credit_refi_program_selection.item_12","text","","",""
3841,"credit_refi_program_selection","credit_refi_program_selection.item_13","text","","",""
3842,"credit_refi_program_selection","credit_refi_program_selection.item_14","text","","",""
3843,"credit_refi_program_selection","credit_refi_program_selection.item_15","text","","",""
3844,"credit_refi_registration","credit_refi_registration.item_1","text","","",""
3845,"credit_refi_registration","credit_refi_registration.item_2","text","","",""
3846,"credit_refi_registration","credit_refi_registration.item_3","text","","",""
3847,"credit_refi_registration","credit_refi_registration.item_4","text","","",""
3848,"credit_refi_registration","credit_refi_registration.item_5","text","","",""
3849,"credit_refi_registration","credit_refi_registration.item_6","text","","",""
3850,"credit_refi_registration","credit_refi_registration.item_7","text","","",""
3851,"credit_refi_registration","credit_refi_registration.item_8","text","","",""
3852,"credit_refi_registration","credit_refi_registration.item_9","text","","",""
3853,"credit_refi_registration","credit_refi_registration.item_10","text","","",""
3854,"credit_refi_registration","credit_refi_registration.item_11","text","","",""
3855,"credit_refi_registration","credit_refi_registration.item_12","text","","",""
3856,"credit_refi_registration","credit_refi_registration.item_13","text","","",""
3857,"credit_refi_registration","credit_refi_registration.item_14","text","","",""
3858,"credit_refi_registration","credit_refi_registration.item_15","text","","",""
3859,"credit_refi_registration","credit_refi_registration.item_16","text","","",""
3860,"credit_refi_registration","credit_refi_registration.item_17","text","","",""
3861,"credit_refi_registration","credit_refi_registration.item_18","text","","",""
4064,"credit_refi_registration_success_toast","credit_refi_registration_success_toast.item_1","title","","",""
4065,"credit_refi_registration_success_toast","credit_refi_registration_success_toast.item_2","text","","",""
3598,"credit_refi_step1","credit_refi_step1.item_1","text","","",""
3599,"credit_refi_step1","credit_refi_step1.item_2","text","","",""
3600,"credit_refi_step1","credit_refi_step1.item_3","text","","",""
3601,"credit_refi_step1","credit_refi_step1.item_4","text","","",""
3602,"credit_refi_step1","credit_refi_step1.item_5","text","","",""
3603,"credit_refi_step1","credit_refi_step1.item_6","text","","",""
3604,"credit_refi_step1","credit_refi_step1.item_7","text","","",""
3605,"credit_refi_step1","credit_refi_step1.item_8","text","","",""
3606,"credit_refi_step1","credit_refi_step1.item_9","text","","",""
3607,"credit_refi_step1","credit_refi_step1.item_10","text","","",""
3608,"credit_refi_step1","credit_refi_step1.item_11","text","","",""
3609,"credit_refi_step1","credit_refi_step1.item_12","text","","",""
3610,"credit_refi_step1","credit_refi_step1.item_13","text","","",""
3611,"credit_refi_step1","credit_refi_step1.item_14","text","","",""
3612,"credit_refi_step1","credit_refi_step1.item_15","text","","",""
3613,"credit_refi_step1","credit_refi_step1.item_16","text","","",""
3614,"credit_refi_step1","credit_refi_step1.item_17","text","","",""
3615,"credit_refi_step1","credit_refi_step1.item_18","text","","",""
3616,"credit_refi_step1","credit_refi_step1.item_19","text","","",""
3617,"credit_refi_step1","credit_refi_step1.item_20","text","","",""
3618,"credit_refi_step1","credit_refi_step1.item_21","text","","",""
3619,"credit_refi_step1","credit_refi_step1.item_22","text","","",""
3620,"credit_refi_step1","credit_refi_step1.item_23","text","","",""
3621,"credit_refi_step1","credit_refi_step1.item_24","text","","",""
3622,"credit_refi_step1","credit_refi_step1.item_25","text","","",""
3623,"credit_refi_step1","credit_refi_step1.item_26","text","","",""
3624,"credit_refi_step1","credit_refi_step1.item_27","text","","",""
3625,"credit_refi_step1","credit_refi_step1.item_28","text","","",""
4174,"credit_refi_step1","credit_refi_step1.field.refinance_purpose_ph","placeholder","","",""
4175,"credit_refi_step1","credit_refi_step1.field.refinance_purpose_cash_out","dropdown_option","","",""
4176,"credit_refi_step1","credit_refi_step1.field.refinance_purpose_consolidate_debt","dropdown_option","","",""
4177,"credit_refi_step1","credit_refi_step1.field.refinance_purpose","dropdown_container","","",""
4178,"credit_refi_step1","credit_refi_step1.field.refinance_purpose_lower_rate","dropdown_option","","",""
4179,"credit_refi_step1","credit_refi_step1.field.current_lender","dropdown_container","","",""
4180,"credit_refi_step1","credit_refi_step1.field.refinance_purpose_lower_payment","dropdown_option","","",""
4181,"credit_refi_step1","credit_refi_step1.field.current_lender_ph","placeholder","","",""
4182,"credit_refi_step1","credit_refi_step1.field.current_lender_other","dropdown_option","","",""
4183,"credit_refi_step1","credit_refi_step1.field.current_lender_mizrahi_tefahot","dropdown_option","","",""
4184,"credit_refi_step1","credit_refi_step1.field.current_lender_discount_bank","dropdown_option","","",""
4185,"credit_refi_step1","credit_refi_step1.field.current_lender_bank_leumi","dropdown_option","","",""
4186,"credit_refi_step1","credit_refi_step1.field.current_lender_bank_hapoalim","dropdown_option","","",""
3626,"credit_refi_step2","credit_refi_step2.item_1","text","","",""
3627,"credit_refi_step2","credit_refi_step2.item_2","text","","",""
3628,"credit_refi_step2","credit_refi_step2.item_3","text","","",""
3629,"credit_refi_step2","credit_refi_step2.item_4","text","","",""
3630,"credit_refi_step2","credit_refi_step2.item_5","text","","",""
3631,"credit_refi_step2","credit_refi_step2.item_6","text","","",""
3632,"credit_refi_step2","credit_refi_step2.item_7","text","","",""
3633,"credit_refi_step2","credit_refi_step2.item_8","text","","",""
3634,"credit_refi_step2","credit_refi_step2.item_9","text","","",""
3635,"credit_refi_step2","credit_refi_step2.item_10","text","","",""
3636,"credit_refi_step2","credit_refi_step2.item_11","text","","",""
